RCN;Code;Title;ShortTitle;Language
16894;JTI-CS-2010-5-SAGE-03-007;Large 3-shaft Demonstrator – Core Turbomachinery – High Temperature Flexible PCB;;en
16895;JTI-CS-2010-5-SAGE-03-008;Large 3-shaft Demonstrator – Structural Surface Cooler development;;en
16896;SP1-JTI-FCH.2010.1.1;Large-scale demonstration of road vehicles and refuelling infrastructure III;;en
16897;JTI-CS-2010-3-GRA-02-011;LE based technology structure realisation;;en
16898;SP1-JTI-FCH.2010.2.4;Low temperature H2 production processes;;en
16899;JTI-CS-2010-4-SAGE-04-006;Machining of highly stressed components: Development of Precise Electrochemical Machining (PECM) Simulation tool;;en
16900;JTI-CS-2010-4-SAGE-04-008;Machining of highly stressed components: Development of Precise Electrochemical Machining (PECM) Simulation tool;;en
16901;SP1-JTI-ARTEMIS-2011-4;Manufacturing and production automation;;en
16902;JTI-CS-2010-5-GRC-06-001;Manufacturing of a Thermoplastic Composite Feasibility Article for a Helicopter Door;;en
16903;JTI-CS-2010-1-SFWA-01-014;Manufacturing of the test set up for gust load alleviation in the Onera S3Ch WT facility;;en
16904;JTI-CS-2010-5-GRC-06-002;Manufacturing of thermoplastic structural demonstrators;;en
16905;SP1-JTI-FCH.2010.3.1;Materials development for cells, stacks and balance of plant (BoP);;en
16906;JTI-CS-2010-2-SFWA-01-022;MEMS gyrometer for wing behaviour measurement;;en
16907;SP1-JTI-ARTEMIS-2010-1;Methods and processes for safety-relevant embedded systems;;en
16908;SP1-JTI-ARTEMIS-2011-1;Methods and processes for safety-relevant embedded systems;;en
16909;JTI-CS-2010-3-SFWA-02-009;"Model design &amp; manufacturing of the turbofan configuration for low speed aerodynamic and acoustic tests";;en
16910;JTI-CS-2010-3-SGO-02-026;Modelica Model Library Development Part I;;en
16911;JTI-CS-2010-4-ECO-01-009;Moisture aging of composites - Time-Temperature  - Moisture superposition principle - Hydric fatigue;;en
16912;SP1-JTI-FCH.2010.3.2;Next generation cell and stack designs;;en
16913;SP1-JTI-FCH.2010.1.2;Next generation European MEAs for transportation applications;;en
16914;JTI-CS-2010-4-GRA-02-013;Novel nose wheel evolution for noise reduction;;en
16915;JTI-CS-2010-3-SFWA-02-008;Numerical and experimental aero-acoustic assessment of installed Counter Rotating Open Rotors (CROR) power plant;;en
16916;JTI-CS-2010-5-SFWA-01-033;Numerical Simulation of the Assembly Tolerances for NLF Wings;;en
16917;JTI-CS-2009-2-SAGE-05-008;Oil tank in composite;;en
16918;JTI-CS-2010-5-GRC-04-003;Optimised Diesel engine design matching a new light helicopter architecture;;en
16919;JTI-CS-2010-1-SGO-03-007;Parametric optimisation techniques for on-board trajectory shaping under constraints;;en
16920;JTI-CS-2010-1-GRC-04-002;Participation to the definition of optimal helicopter architecture for Diesel engine;;en
16921;JTI-CS-2009-2-SAGE-02-004;Performance and qualification tests of lubrication system equipment;;en
16922;SP1-JTI-ARTEMIS-2010-2;Person-centric health management;;en
16923;JTI-CS-2010-1-SFWA-01-010;Phased array ultrasound and NDT measurements;;en
16924;SP1-JTI-FCH.2010.4.6;PNR on the indoor use of hydrogen and fuel cells;;en
16925;JTI-CS-2010-3-SFWA-01-026;Power module using Silicon Carbide technology for DC/DC converter application;;en
16926;JTI-CS-2010-1-SFWA-01-011;Prefabricated CFRP Parts;;en
16927;SP1-JTI-FCH.2010.3.6;Pre-normative research on power grid integration and management of fuel cells for residential CHP, commercial and industrial applications;;en
16928;SP1-JTI-FCH.2010.2.5;Preparation of demonstration of efficient large-scale hydrogen liquefaction;;en
16929;SP1-JTI-FCH.2010.3.4;Proof-of-concept and validation of integrated fuel cell systems;;en
16930;JTI-CS-2010-4-SGO-03-009;Propfan equipped aircraft noise model;;en
16931;JTI-CS-2010-1-SFWA-01-009;Protoype of curing tool;;en
16932;JTI-CS-2009-2-SGO-04-002;Provision of electrical equipments to complement the PROVEN tests rig;;en
16933;JTI-CS-2010-5-SGO-02-031;Qualification of insulation materials to engine oils;;en
16934;JTI-CS-2010-5-SFWA-01-030;Quantification of the degradation of microstructured coatings;;en
16935;JTI-CS-2010-5-SGO-03-011;Recruitment of qualified flight crew (test, airline) and expenses for tests;;en
16936;JTI-CS-2010-1-GRA-01-026;Reliability Oriented Optimisation of Structural Replacement Strategies;;en
16937;JTI-CS-2010-1-GRA-01-032;Resin, Laminate and Industrial Nanoparticles Concept and Application. Industrialization;;en
16938;JTI-CS-2010-4-SAGE-03-006;Ring Rolling of IN718;;en
16939;SP1-JTI-FCH.2010.4.5;RTD on new portable and micro Fuel Cell solutions;;en
16940;JTI-CS-2010-1-SGO-02-012;Saber Electrical Benchmark;;en
16941;SP1-JTI-IMI-Safety;Safety;;en
16942;SP1-JTI-ENIAC-2011-5;Safety and security;;en
16943;JTI-CS-2010-3-SGO-02-019;Sample PEM construction for testing, characterisation and manufacturability assessment;;en
16944;SP1-JTI-ARTEMIS-2010-6;Security, privacy and dependability in Embedded Systems for applications, networks and services;;en
16945;SP1-JTI-ENIAC-2011-7;Semiconductor process and integration;;en
16946;SP1-JTI-ENIAC-2010-5;Silicon Process and Integration;;en
16947;JTI-CS-2010-3-SGO-02-027;Simulation and Analysis Tool Development Part I;;en
16948;JTI-CS-2010-5-SGO-02-027;Simulation and Analysis Tool Development Part I;;en
16949;SP1-JTI-ARTEMIS-2010-3;Smart environments and scalable digital services;;en
16950;JTI-CS-2010-5-SGO-03-012;SOG Wheel Actuator development for existing aircraft;;en
16951;JTI-CS-2010-2-SFWA-03-002;Starboard leading edge and upper cover design and manufacturing;;en
16952;JTI-CS-2010-4-SFWA-01-028;Structural tests on smart droop nose device with regards to aircraft level;;en
16953;SP1-JTI-FCH.2010.5.2;Study of Advanced Hydrogen Economy Financing Options;;en
16954;JTI-CS-2010-1-SFWA-01-005;Support of development of riblet-application device;;en
16955;JTI-CS-2010-1-SFWA-01-004;Support of icing-tests (runback-ice behaviour of surfaces) and icing mechanisms;;en
16956;JTI-CS-2010-3-SGO-02-028;Support to design and test of cooling technologies;;en
16957;JTI-CS-2010-5-SFWA-03-005;Surface quality measurement in flight;;en
16958;JTI-CS-2010-5-SFWA-01-032;Technology evaluation and manufacturing of microtechnology-based Active Flow Control actuators;;en
16959;JTI-CS-2010-3-SGO-02-024;Test bench for endurance test and reliability of avionics power electronic modules;;en
16960;JTI-CS-2010-1-SGO-02-013;Test Bench for global cooling solutions validation;;en
16961;JTI-CS-2010-4-SGO-02-030;Test rig for endurance and reliabilty trials applied on TRL growth of high power Starter / Generators;;en
16962;JTI-CS-2010-3-SGO-02-029;Tests of advanced lubrication equipment;;en
16963;JTI-CS-2010-1-SGO-02-016;Thermal exchange modeling and power optimization;;en
16964;JTI-CS-2010-5-GRC-05-004;Tuning of simplified rotorcraft noise models: preliminary acoustic test campaign;;en
16965;JTI-CS-2010-1-SFWA-01-016;Ultra low power autonomous wireless stain gauge data acquisition unit;;en
16966;JTI-CS-2010-3-SFWA-02-007;Wind Tunnel Model Design for Low Speed Test with Active Flow Control;;en
16967;JTI-CS-2010-5-GRA-02-014;Wing loads control/alleviation system design for advanced regional Turbo-Fan A/C configuration;;en
16968;SP1-JTI-ENIAC-2010-2;Wireless Communications;;en
16969;KBBE-2008-2-5-02;A lead market vision for food;;en
16970;KBBE.2011.2.3-03;Advanced and flexible technologies for active, intelligent and sustainable food packaging;;en
16971;KBBE.2011.1.3-05;Animal health and welfare – ERA-NET;;en
16972;KBBE.2011.3.6-04;Applying Synthetic Biology principles towards the cell factory notion in biotechnology;;en
16973;KBBE.2011.1.2-11;Aquaculture feeds and fish nutrition: paving the way to the development of efficient and tailored sustainable feeds for European farmed fish;;en
16974;KBBE-2008-3-3-02;Aquatic anaerobic bioremediation;;en
16975;KBBE.2011.1.2-09;Beyond Maximum Sustainable Yield (MSY): defining management targets and their consequences;;en
16976;KBBE.2011.3.3-02;Biocatalysis for chiral compounds;;en
16977;KBBE.2011.4-06;Bio-Economy Promotion;;en
16978;KBBE.2011.3.4-01;BioWASTE - Novel biotechnological approaches for transforming industrial and/or municipal biowaste into bioproducts – SICA;;en
16979;KBBE.2011.4-03;Communication of research results;;en
16980;KBBE-2-7;Coordinated Call with India (Department of Biotechnology – DBT);;en
16981;KBBE.2011.2.6-01;Coordination action in support of the implementation by participating States of a Joint Programming Initiative on ‘A Healthy Diet for a Healthy Life’;;en
16982;KBBE.2011.1.4-01;Coordination action in support of the implementation by participating States of a Joint Programming Initiative on 'Agriculture, Food Security and Climate Change;;en
16983;KBBE.2011.1.4-05;Data network for better European organic market information;;en
16984;KBBE.2011.3.3-01;Deepened and enlarged European cooperation in the area of Industrial Biotechnology - ERA-NET;;en
16985;KBBE.2011.1.1-05;Deepened and enlarged European cooperation in the area of Molecular Plant Sciences - ERA-NET;;en
16986;KBBE.2011.1.2-03;Development of cover crop and mulch systems for sustainable crop production;;en
16987;KBBE.2011.1.3-02;Development of field tests for rapid screening of pathologies as well as simple laboratories tests in animals;;en
16988;KBBE.2011.2.2-01;Development of functional foods and ingredients;;en
16989;KBBE-2008-3-2-06;Development of high performance composites based on flax and hemp;;en
16990;KBBE.2011.1.3-06;Development of next generation European system for cattle evaluation;;en
16991;KBBE.2011.1.1-03;Efficiency of ruminant digestive systems and reduction of the ecological footprint through a combination of systems biology, 'omics' and nutrition;;en
16992;KBBE.2011.3.6-05;Ensuring the safety of Synthetic Biology applications;;en
16993;KBBE.2011.2.5-01;Environmental sustainability in the European food and drink chain;;en
16994;KBBE.2011.1.2-12;Eradication and containment strategies and tools for the implementation of EU legislation against the red palm weevil Rhynchophorus ferrugineus Olivier and Paysandisia archon Burmeister;;en
16995;KBBE.2011.2.6-02;ERA-NET on sustainable food production and consumption;;en
16996;KBBE.2011.4-05;EU – India Partnering Initiative on biomass production and bio waste conversion through biotechnological approaches – Mandatory India;;en
16997;KBBE.2011.1.3-03;European interprofessional network addressing zoonotic diseases transmitted via companion animals;;en
16998;KBBE-2008-3-1-03;European non-food crops and their industrial application;;en
16999;KBBE-2-6;European Research Area;;en
17000;KBBE.2011.1.4-03;Feasible and cost-effective crop-specific coexistence measures, labelling, and traceability requirements;;en
17001;KBBE-2008-1-4-03;Fisheries management approach based on 'maximum acceptable limits of negative impacts';;en
17002;KBBE.2011.2.3-02;Food Factory of the Future — Design Study;;en
17003;KBBE.2011.2.5-03;Food science and the retail sector: a platform for preparing the effective integration of research findings within innovative concepts and applications;;en
17004;KBBE.2011.1.2-08;Forest Research in the Mediterranean Region –  ERA-NET - Mandatory ICPC (Mediterranean partner countries);;en
17005;KBBE.2011.3.5-01;GM crops in the EU – systematically assessing environmental and economic impacts;;en
17006;KBBE.2011.3.6-01;Increasing the accessibility, usability and predictive capacities of bioinformatics tools for biotechnology applications;;en
17007;KBBE-2008-3-2-02;Industrial bioprocesses for fine and speciality chemicals;;en
17008;KBBE.2011.1.1-02;Integrated approach to studying effects of combined biotic and abiotic stress in crop plants;;en
17009;KBBE-2008-3-2-05;Life cycle analysis and socioeconomic assessment of integrated biorefineries ;;en
17010;KBBE.2011.2.2-03;Long-term influence of early nutrition on health;;en
17011;KBBE.2011.1.3-04;Management and control of increased livestock helminths parasite infection risks due to global changes;;en
17012;KBBE.2011.3.2-01;Marine biotechnology ERA-NET preparatory action;;en
17013;KBBE.2011.4-01;Networking of KBBE relevant ERA-NETS;;en
17014;KBBE.2011.2.2-02;New technologies and tools and their potential application to nutrition research;;en
17015;KBBE-2008-3-2-04;Novel nanobiotechnology (bio to nano) processes and products;;en
17016;KBBE-2008-2-2-03;Obesity prevention in the Mediterranean area - SICA (Mediterranean Partner Countries);;en
17017;KBBE.2011.2.4-02;Pan-European Total Diet Study;;en
17018;KBBE.2011.3.1-02;Perennial grasses: optimising biomass production –  SICA;;en
17019;KBBE.2011.3.1-01;Plant photosynthetic efficiency: from a C3 to a C4 system;;en
17020;KBBE.2011.1.2-07;Preserving the multifunctionality of European Mountain forests;;en
17021;KBBE.2011.2.3-05;Processed foods with a lower salt, fat and sugar content;;en
17022;KBBE.2011.1.1-01;Promoting conifer genomic resources;;en
17023;KBBE-2008-1-4-09;Quality Assurance Schemes;;en
17024;KBBE.2011.1.2-02;Reducing mineral fertilisers and chemicals use in agriculture by recycling treated organic waste as compost and bio-char products;;en
17025;KBBE.2011.2.5-02;Reducing post-harvest losses for increased food security — SICA;;en
17026;KBBE-2008-1-1-02;Regulation of environmental responses and developmental processes by epigenetics in crop plants ;;en
17027;KBBE.2011.1.4-07;Role of aquaculture in improving food security and eradicating poverty worldwide;;en
17028;KBBE.2011.1.2-05;Root signalling, growth and development under abiotic stress conditions;;en
17029;KBBE.2011.2.4-01;Safety and quality of ready-to-eat foods;;en
17030;KBBE.2011.2.3-04;Satiety control through food structures made by novel processing;;en
17031;KBBE-2008-1-4-06;Societal Impact of Organic Farming;;en
17032;KBBE.2011.1.2-10;Socio-economic effects of the main management principles of the future Common Fishery Policy (CFP): impact of new policy framework and opportunities for the fishing sector to develop self- and co-management;;en
17033;KBBE.2011.2.1-01;Strategies for improving communication between social and consumer scientists, food technology developers and consumers;;en
17034;KBBE.2011.1.2-06;Strategies to replace copper-based products as plant protection products in low input and organic farming systems;;en
17035;KBBE.2011.1.4-02;Strengthening the impact of fisheries related research through dissemination, communication and technology transfer;;en
17036;KBBE.2011.4-02;Support to European Commission (EC) activities related to international co-operation with Australia-Canada-New Zealand and with the USA;;en
17037;KBBE.2011.3.6-02;Supporting the development of Bioinformatics Infrastructures for the effective exploitation of genomic data: Beyond health applications;;en
17038;KBBE.2011.2.3-01;Sustainable cleaning and disinfection technologies;;en
17039;KBBE.2011.1.2-01;Sustainable management of agricultural soils in Europe for enhancing food and feed production and contributing to climate change mitigation;;en
17040;KBBE.2011.1.1-04;Sustaining and managing forest tree genetic resources;;en
17041;KBBE.2011.3.6-06;Synthetic Biology– ERA-NET;;en
17042;KBBE.2011.1.4-04;The CAP and landscape management;;en
17043;KBBE.2011.3.4-02;Towards a sustainable bio-industry - Biotechnology for renewable chemicals and innovative downstream processes;;en
17044;KBBE.2011.1.4-06;Towards land management of tomorrow - Innovative forms of mixed farming for optimized use of energy and nutrients;;en
17045;KBBE.2011.3.6-03;Towards standardisation in Synthetic Biology;;en
17046;KBBE.2011.1.2-04;Translating knowledge on flowering time to improve breeding efficiency;;en
17047;KBBE.2011.2.2-04;Translation mechanisms for targeting interventions on micro-nutrients — Mandatory South Asia and South East Asia;;en
17048;NMP-5.2.1;"""Energy-efficient Buildings (EeB)""";;en
17049;NMP-5.2;"""Energy-efficient Buildings (EeB)"" - Public-Private Partnership –";;en
17050;NMP-5.1.1;"""Factories of the Future (FoF)"" - Public-Private Partnership –";;en
17051;NMP-5.1;"""Factories of the Future"" Public-Private Partnership (FoF) - Cross-thematic Coordination between NMP and ICT";;en
17052;NMP-5.3;"""Green Cars (GC)"" - Public-Private Partnership";;en
17053;NMP-2010-4.0-4;A new generation of multi-functional fibre-based products produced by new and flexible manufacturing concepts;;en
17054;NMP.2011.1.2-3;Active nanomembranes/-filters/-adsorbents for efficient water treatment with stable or regenerable low-fouling surfaces;;en
17055;GC.NMP.2011-1;Advanced eco-design and manufacturing processes for batteries and electrical components;;en
17056;NMP.2011.2.3-1;Advanced packaging materials from renewable biogenic resources;;en
17057;NMP.2011.4.0-3;Advanced textiles for the energy and environmental protection markets;;en
17058;NMP.2011.4.0-2;Advanced underground technologies for intelligent mining and for inspection, maintenance and excavation;;en
17059;NMP.2011.2.2-2;Biomaterials for tissue engineering for age-related cancer and sensory organ diseases;;en
17060;NMP-2010-4.0-2;Capacity building for the development of nanotech-based multi-parameter sensors;;en
17061;FoF.NMP.2011-2;Cooperative machines and open-architecture control systems;;en
17062;NMP-2.6;Coordinated activities and international cooperation;;en
17063;NMP.2011.1.2-1;Development and up-scaling of innovative photovoltaic cell processes and architectures to pilot-line scale for industrial application, call jointly implemented with ENERGY;;en
17064;ENV-NMP.2011.2.2-5;Development of advanced compatible materials and techniques and their application for the protection, conservation and restoration of cultural heritage assets. Call Jointly Implemented with ENVIRONMENT;;en
17065;NMP-2007-1.1-4;Development of methodology, collection and elaboration of scientific-technical and socio-economic data and studies on nanosciences and nanotechnologies, including risk assessment, and establishment of an observatory;;en
17066;NMP.2011.1.4-2;Development of nano-scale detection and control techniques for large area substrates;;en
17067;NMP.2011.3.1-1;Eco-design for new products;;en
17068;NMP.2011.3.4-1;Eco-efficient management of industrial water;;en
17069;EeB.NMP.2011-3;Energy saving technologies for buildings envelope retrofitting;;en
17070;NMP-2007-1.2-3;Equipment and methods for nanotechnology;;en
17071;NMP.2011.4.0-7;ERA-NET on Industrial Safety;;en
17072;NMP.2011.2.3-2;ERA-NET on research on materials science and engineering, including international cooperation;;en
17073;NMP.2011.4.0-6;ERA-NET on the Industrial Handling of Raw Materials for European industries;;en
17074;NMP.2011.1.3-4;European Platform on Nano Outreach and Dialogue (NODE);;en
17075;NMP-2007-1.2-5;Examining capacity building in nanobiotechnology;;en
17076;NMP.2011.2.2-6;Fundamental properties of novel superconducting materials (coordinated call with Japan);;en
17077;EeB.NMP.2011-4;Geo-clusters approach to support European energy-efficiency goals;;en
17078;FoF.NMP.2011-4;High tech solutions in the production processes for customised green, safe and healthy consumer products;;en
17079;NMP-2010-4.0-3;High throughput technologies for the development of formulated products;;en
17080;NMP.2011.1.3-3;Intelligent testing strategies for nanomaterials impact and exposure – towards regulation and clustering of materials;;en
17081;NMP.2011.1.4-1;Large-scale green and economical synthesis of nanoparticles and nanostructures;;en
17082;FoF.NMP.2011-6;Manufacturing chains for nano-phased components and coatings;;en
17083;NMP-2010-3.4-1;Manufacturing systems for 3D-shaped, multilayered products based on flexible materials;;en
17084;EeB-NMP.2011-1;Materials for new energy efficient building components with reduced embodied energy;;en
17085;NMP.2011.2.2-3;Materials for solid state lighting;;en
17086;NMP.2011.3.2-1;Modelling and control of intensified process systems;;en
17087;NMP.2011.2.1-2;Modelling of ultrafast dynamics in materials;;en
17088;NMP.2010.1.3-2;Modelling toxicity behaviour of engineered nanoparticles;;en
17089;NMP.2011.1.4-5;Multiscale Modelling as a Tool for Virtual Nanotechnology Experimentation (Coordinated call with Russia);;en
17090;NMP.2011.1.4-4;Nanotechnology based implantable and interfaceable devices;;en
17091;NMP.2011.4.0-8;NCP trans-national activities;;en
17092;NMP.2011.2.3-3;Networking of materials laboratories and innovation actors in various industrial sectors for product or process innovation;;en
17093;EeB.NMP.2011-2;New efficient solutions for energy generation, storage and use related to space heating and domestic hot water in existing buildings;;en
17094;NMP.2011.1.3-1;New methods for measuring, detection and identification of nanoparticles in products and/or in the environment;;en
17095;NMP.2011.1.2-2;New targeted therapy using nanotechnology for transport of macro-molecules across biological barriers;;en
17096;NMP.2011.4.0-1;New technologies based on physical processing of materials for mechanical or electro-technical applications;;en
17097;NMP.2011.2.2-4;Novel materials for replacement of critical materials (platinum group metals and rare earths);;en
17098;NMP.2011.2.2-1;Novel superconducting materials, architectures and processes for electro-technical applications;;en
17099;NMP-2010-1.2-1;Novel tools integrating individual techniques for real time nanomaterials characterisation;;en
17100;NMP-2010-1.3-1;Reference methods for managing the risk of engineered nanoparticles;;en
17101;NMP.2011.2.1-1;Research and innovation for advanced multifunctional ceramic materials;;en
17102;FoF.NMP.2011-3;Robots for automation of post-production and other auxiliary processes;;en
17103;NMP.2011.1.1-1;Smart and multifunctional packaging concepts utilizing nanotechnology;;en
17104;NMP.2011.4.0-5;Support to Networks of Excellence with durable integrated structures;;en
17105;FoF.NMP.2011-1;The Eco-Factory: cleaner and more resource-efficient production in manufacturing;;en
17106;NMP-2010-1.2-3;Thermoelectric energy converters based on nanotechnology;;en
17107;NMP.2011.1.4-3;Tools and methodologies for imaging structures and composition at the nanometre scale;;en
17108;FoF.NMP.2011-5;Towards zero-defect manufacturing;;en
17109;NMP-2008-3.1-1;Transformation strategies for SMEs in turbulent global market environments;;en
17110;NMP-2008-1.3-1;Validation, adaptation and/or development of risk assessment methodology for engineered nano-particles;;en
17111;NMP.2011.1.3-2;Worker protection and exposure risk management strategies for nanomaterial production, use and disposal;;en
17112;FP7-PEOPLE-2011-IRSES;"Marie Curie Action ""International Research Staff Exchange Scheme""";;en
17113;FP7-PEOPLE-2009-IRG;"Marie Curie Action: ""European Reintegration Grants""";;en
17114;FP7-PEOPLE-2011-IIF;"Marie Curie Action: ""International Incoming Fellowships""";;en
17115;FP7-PEOPLE-2011-IOF;"Marie Curie Action: ""International Outgoing Fellowships for Career Development""";;en
17116;FP7-PEOPLE-2009-ERG;"Marie Curie Action: ""International Reintegration Grants""";;en
17117;FP7-PEOPLE-2011-COFUND;"Marie-Curie Action: ""Co-funding of regional, National and International Programmes""";;en
17118;FP7-PEOPLE-2011-IEF;"Marie-Curie Action: ""Intra-European fellowships for career development""";;en
17119;FP7-PEOPLE-2011-NCP;Trans-national co-operation among NCPs;;en
17120;FP7-PEOPLE-2011-EURAXESS-II;Trans-national operation of the ‘EURAXESS services network II’: 2011-2013 (EURAXESS II);;en
17121;REGIONS-2007-1-03;Analysis and development and implementation of research agendas of regional or cross-border clusters;;en
17122;COH-1.3;Development and analysis of indicators on research activity and its impact on the economy;;en
17123;COH-1.1;Development of an information and intelligence service (ERAWATCH);;en
17124;REGIONS-2007-1-06;Dissemination activities;;en
17125;REGIONS-2011-1;Economic sustainable development by boosting the competitiveness of transport-related economy;;en
17126;COH-1.2;Industrial research investment monitoring activity;;en
17127;REGIONS-2007-1-05;Initiatives to improve integration;;en
17128;REGIONS-2007-1-04;Mentoring of regions with a less-developed research profile by highly developed ones;;en
17129;COH-1;Monitoring and analysis of research-related public policies and strategies;;en
17130;REGIONS-2007-1-02;Research and rural economies;;en
17131;COH-2.2;Support to bottom up policy coordination initiatives undertaken by several countries and regions (OMC-NET);;en
17132;COH-2.1;Support to the implementation of the Open Method of Coordination;;en
17133;REGPOT-2009-3;Any research topic covered by the EC FP7 (EC/EP Decision No 1982/2006/EC of 18 December 2006, published in the Official Journal 30.12.2006 L 412);;en
17134;SEC-2011.3.4-2;“Artificial sniffer”- Capability Project;;en
17135;SEC-2011.1.4-3;Advanced forensic framework - Coordination and Support Action;;en
17136;SEC-2011.2.2-1;Airport checkpoints - Integration Project;;en
17137;SEC-2011.6.1-1;Analysis of the security systems in Europe;;en
17138;SEC-2011.6.3-1;Assessing trends and threats in a society;;en
17139;SEC-2011.6.2-1;Best practices for enhancing security policy in urban zones;;en
17140;SEC-2011.3.4-3;Border crossing points of the future - Capability Project;;en
17141;SEC-3.5;Border intelligent surveillance;;en
17142;SSH 2011.8.8-3;Career paths and patterns of SSH graduates;;en
17143;SEC-2011.4.4-1;CBRN individual Protective Clothing - Capability Project;;en
17144;SEC-1.5;CBRN Protection;;en
17145;SEC-2011.1.3-3;Comprehensive toolbox for humanitarian clearing of large civil areas from anti-personal landmines and cluster munitions - Integration Project;;en
17146;SEC-2011.6.5-1;Conflict resolution and mediation;;en
17147;SEC-2011.7.1-1;Co-ordination of national research programmes in the area of Security research (ERA-NET);;en
17148;SEC-2011.4.1-1;Crisis management modelling tool - Integration Project;;en
17149;SEC-2011.2.5-1;Cyber attacks against critical infrastructures - Capability Project;;en
17150;SEC-2.5;Cyber crime;;en
17151;SEC-2011.7.5-2;Definition of requirements by civil Security end-users for large air transport systems;;en
17152;SEC-2007-2.3-02;Detection of abnormal behaviour of vehicles both in wide and small land areas;;en
17153;SEC-2011.6.4-1;Develop socio-economic methodologies which can be adapted to different missions in security research;;en
17154;SEC-2011.5.3-3;Developing interoperability frameworks for mission-oriented security systems;;en
17155;SEC-2011.7.6-1;Development of a European training curriculum for international crisis management;;en
17156;SEC-2011.1.5-1;Development of detection capabilities of difficult to detect radioactive sources and nuclear materials - Capability Project;;en
17157;SEC-2011.1.5-3;Development of improved forensic tools applied to radiological contaminations – Capability Project;;en
17158;SEC-2011.1.1-1;Digital forensic - Capability Project;;en
17159;SEC-2011.7.2-1;Effective approach between end-users and SMEs;;en
17160;SEC-7.5;End users;;en
17161;SEC-2011.4.2-4;Enhancing crisis response abilities of the public – Coordination and Support Action;;en
17162;SEC-7.1;ERA-Net;;en
17163;SEC-2011.5.3-1;Establishment of a first responders Platform for interoperability;;en
17164;SEC-2007-6.4-02;European Security Indicator: methodological research to provide a few select indicators of security and security policy in Europe measuring the effects of both insecurity and security policies on the economy;;en
17165;SEC-2011.5.1-1;Evaluation of identification technologies, including Biometrics;;en
17166;SEC-2011.1.3-2;Forensic analysis of an explosion or an unexploded IED- Capability Project;;en
17167;SEC-2011.1.5-2;Identification and Development of low-risk alternatives to high-risk chemicals – Capability Project or Support Action;;en
17168;SEC-2007-1.3-02;Improved control of explosives throughout their “lifecycle”;;en
17169;SEC-2011.1.3-1;Improvised Explosive Device (IED) neutralisation in urban / civil environment - Capability Project;;en
17170;SEC-5.1;Information Management;;en
17171;SEC-2011.7.5-1;Innovation and research within security organisations;;en
17172;SEC-2011.1.4-2;Innovative techniques for safe external control of non cooperative vehicles – Capability Project;;en
17173;SEC-2007-2.2-01;Integrated protection of rail transportation;;en
17174;SEC-2011.2.4-1;International postal supply chains - Integration Project;;en
17175;SEC-5.3;Interoperability;;en
17176;SEC-2007-6.2-02;Inventories of existing national resources, institutional mandates and practices across relevant sectors;;en
17177;SEC-2007-3.2-01;Main port security system (including containers);;en
17178;SEC-2011.7.4-1;Networking of researchers for a high level multi-organisational and cross-border collaboration;;en
17179;SEC-2007-4.3-04;Neutralisation of devices / effects;;en
17180;SEC-2007-1.3-04;Observation through water, metal, ground etc;;en
17181;SEC-2011.5.3-2;Operational data exchange;;en
17182;SEC-7.4;Other coordination;;en
17183;SEC-2011.4.2-1;Post crisis lesson learned exercise – Capability Project or Coordination and Support Action;;en
17184;SEC-2007-4.2-03;Post incident basic service restoration system;;en
17185;SEC-2011.2.2-2;Protection of Critical Infrastructure (structures, platforms and networks) against Electromagnetic Attacks - Capability Project;;en
17186;SEC-2011.6.1-2;Protection of European citizens abroad;;en
17187;SEC-2011.4.1-2;Psycho social support of Crisis Management – Capability Project;;en
17188;SEC-2007-6.4-03;Public finance: Studying the scale, function and roles of various types of government security spending across Europe and time;;en
17189;SEC-2011.4.2-3;Rapid deployment of shelters, facilities and medical care resources following a major disaster - Integration Project;;en
17190;SEC-2011.6.1-4;Reduction of the cognitive biases in intelligence analysis;;en
17191;SEC-2009-6.3-02;Research on rigorous methodologies for assessment of security investments and trade-off between security and other societal objectives (e.g. privacy and social cohesion);;en
17192;SEC-2007-6.3-02;Research on rigorous methodologies for assessment of security investments and trade-off between security and other societal objectives (e.g. privacy and social cohesion);;en
17193;SEC-5.2;Secure Communications;;en
17194;SEC-2011.3.4-1;Security of biometric data and travel documents – Integration Project;;en
17195;SEC-8;Security systems integration, interconnectivity and Interoperability;;en
17196;SEC-2011.6.1-3;Signs of ‘early warning’ to detect trends and weak signals in social polarisation, violent radicalisation development and segregation;;en
17197;SEC-7.2;Small and Medium Enterprises;;en
17198;SEC-2007-3.3-03;Solutions for ensuring end-to-end communication availability, relying on physical and logical technologies, on diversity of hybrid systems;;en
17199;SEC-5.4;Standardisation;;en
17200;SEC-2011.1.2-1;Strategies for countering a terrorist attack in an urban environment – Capability Project;;en
17201;SEC-7.3;Studies;;en
17202;SEC-2007-7.0-05;Supply chains and market integration;;en
17203;SEC-2011.6.1-5;Surveillance and the challenges for the security of the citizen;;en
17204;SEC-2011.5.2-1;Technical solutions for interoperability between first responder communication systems – Capability Project;;en
17205;SEC-2011.6.5-2;The relationship between Human privacy and security;;en
17206;SEC-2011.5.4-1;Towards standardisation of CBRN detection and identification;;en
17207;SEC-7.6;Training;;en
17208;SEC-2007-7.0-04;Transparency and networking amongst Member States and Associated Countries;;en
17209;SEC-2011.1.4-1;Understanding of unintended consequences of global illicit-drug control measures – Capability Project;;en
